唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間,search_count
Attraction_379000000A_000578,Attraction,Zh_tw,關渡自然公園,關渡自然公園位處淡水河及基隆河的交會口，自古以來，即是重要的候鳥棲地。經過各界保育人士十餘年的努力，在民國85年成立關渡自然公園，民國90年12月1日起，此公園由臺北市政府委由《社團法人臺北市野鳥學會》來經營管理。關渡自然公園最主要的目的在於保育關渡的濕地環境、復育關渡濕地風貌、找回關渡濕地原住民，並教育民眾認識關渡濕地。為了讓民眾更瞭解濕地，園方經常舉辦多元化的濕地環境教育活動及展示如主題特展、假日講座、親子 DIY教室、營隊等，並協助學校進行多元化的環境教育如駐站解說、戶外教學等。除了保持濕地自然環境之外，也提供市民及遊客一處體驗自然、假日休閒的好去處。,(02)28587417,,臺北市,北投區,,379000000A,臺北市政府,2024/11/4 下午 05:32:42,315000
Attraction_379000000A_001981,Attraction,Zh_tw,東區商圈,東區商圈是臺北市的時尚與夜生活中心，以「五夜城」概念，提供多元的夜間活動。擁有便捷交通、豐富商店與娛樂設施，這裡融合餐廳、酒吧和精品店，無論白天還是夜晚，都展現出獨特的都市魅力。五夜城的多樣魅力&bull; 夜食：東區的巷弄內隱藏著無數創意料理店，從傳統的台灣小吃到世界各地的國際美食，滿足你各種口味需求。&bull; 夜遊：隨著夜色降臨，東區的商店和咖啡館依然熱鬧，讓你邊逛邊享受城市的夜景，這裡還有眾多精品酒店，無論是遊客還是當地人，都能在這裡度過一個難忘的夜晚。&bull; 夜享：對於喜愛夜生活的人來說，東區的酒吧和夜店在週末格外熱鬧，充滿年輕人和上班族的身影，這裡的夜生活充滿了多元和活力，適合放鬆心情，享受音樂與舞蹈的節奏。&bull; 夜時尚：東區匯聚了國際品牌和高端精品，無論是設計師品牌、限量商品，還是新興獨立品牌，都是時尚愛好者的購物天堂。&bull; 夜讀：對於愛好文藝的人，東區也有許多充滿藝術氛圍的酒吧和咖啡館，為你的夜晚增添一份靜謐與藝術氣息。東區商圈不僅是時尚購物的熱點，也是美食和夜生活的重鎮，無論白天還是夜晚，都能在這裡找到屬於自己的樂趣與驚喜。從時尚的街頭巷尾到充滿活力的夜晚場景，這裡是臺北最具魅力的地區之一，是每個來訪者都不容錯過的熱點。,(02)87716300,,臺北市,大安區,,379000000A,臺北市政府,2024/11/29 下午 03:37:38,314000
Attraction_376430000A_000965,Attraction,Zh_tw,中壢觀光夜市,全長700公尺、超過400攤，蒐羅各式銅板美食，讓你花小錢就能遍嚐特色小吃，吃飽喝足就要開啟購物模式，輕鬆買齊當季行頭。,(03)3322101,,桃園市,中壢區,新明路,376430000A,桃園市政府觀光旅遊局,2024/6/19 下午 04:27:52,313000
Attraction_382000000A_109981,Attraction,Zh_tw,基隆山,九份最醒目的地標，高聳而獨立的死火山,(02)24063270,,新北市,瑞芳區,九份基隆山,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:14:04,313000
Attraction_A15011200H_000159,Attraction,Zh_tw,臺南高爾夫球場,臺南新化球場，籌劃開發於戒嚴時期，由前立法委員梁許春菊女士在1967年間，鑑於高爾夫球運動日後將為逐漸普遍化的運動，又能培養高尚的品格，由當時社會賢達人是熱心參與，共同連署為發起人。同時，承蒙何應欽將軍等相關人士的幫忙在虎頭埤山麓地段規劃球場用地。在1971年3月完成前9洞，在1978年再完成後9洞，而為18洞的球場，一直到1998年，後9洞重新整理再度開放，同步開創南部高爾夫運動風潮！臺南高爾夫球場是南臺灣的老球場之一，距離臺南市區僅10餘公里，交通相當便利。碧草如茵的球場加上如詩如畫的優美景致，打起高爾夫球來更覺身心舒暢。,(06)5901666,,臺南市,新化區,礁坑里100號,A15011200H,交通部觀光署西拉雅國家風景區管理處,2024/6/26 下午 04:30:42,312000
Attraction_A15010200H_000121,Attraction,Zh_tw,西嶼西臺,西嶼西臺乃清朝劉銘傳所修之砲臺。1885年清法戰爭起，法將孤拔（Courbet)率遠東艦隊攻打臺澎，澎湖失守。清法和議後，劉銘傳籌劃臺灣防務，奏請於澎湖設總兵一名，並加強澎湖防務。當時在西嶼外垵與內垵間高地闢建砲臺一座，設置四門新式阿姆斯壯後膛砲，隔年另在內垵高地增設西嶼東臺。西嶼西臺規模浩大，施工情形甚為艱苦，於光緒15年完工。,(06)9981026,,澎湖縣,西嶼鄉,西嶼西臺,A15010200H,交通部觀光署澎湖國家風景區管理處,2023/10/30 下午 02:51:45,312000
Attraction_379000000A_001564,Attraction,Zh_tw,學學文化創意基金會,學學文化創意基金會創立緣起創立緣起有感於臺灣人文思維與經濟產業轉型過程中，社會對「文化創意學習平臺」的渴望，實聯集團董事長林伯實、徐莉玲夫婦因此動念成立「學學」。在2005年9月邀集臺灣文化創意產學界菁英共同成立了以「文化」、「創意」為核心價值，以「教育」、「研究」、「展覽」、「顧問」、「育成」為業務內容的學學，在藝術、設計、哲學、科技、經濟社群間，搭建起學習與溝通的橋樑。它所提供的跨界交流，將影響著年輕人的未來！這正是學學成立的時代場景：從生活與工作兩端，人們迫切需要豐厚、滋潤的文化感受能力－文化與美感的體驗，企業也開始學習如何運用「文化資本」，從文化中尋找創意商機。命名由來「學學」二字的命名，來自最悠久的東方素樸人倫思想，典故語出《禮記》〈學記〉篇：「雖有嘉肴，弗食，不知其旨也；雖有至道，弗學，不知其善也。是故學然後知不足，教然後知困；知不足，然後能自反也知困，然後能自強也。故曰，教學相長也，兌命曰，學學半，其此之謂乎」。「學學」意喻：「教人和學習各占學問的一半」。學學期待的是：每一間教室裡的學生，可能是另一間教室裡的老師；而每一間教室裡的老師，也可能是另一間教室裡的學生，師生互相學習、結識交流、互為客戶的跨業合作，這正順應出臺灣產業轉型中就業市場裡各行各業藉助文化創意產業「跨界加值」的龐大需求。經營理念學學的理念不只是提供文化創意學習也提供藝術設計展覽的多元啟發，為的是要分享藝術家、設計師的心路與哲思，這些體驗與創思整合在學學的空間裡，得以引動人們無限的想像與省思，鼓勵人們向不同領域的老師學習、與藝術設計接觸對話，透過跨領域互動的遇合與感悟，得到靈光乍現的創意靈感！,(02)87516898,,臺北市,內湖區,,379000000A,臺北市政府,2024/9/10 下午 05:20:39,311000
Attraction_387000000A_000060,Attraction,Zh_tw,臺中市港區藝術中心,臺中市港區藝術中心位於清水區，背山、面海，建於高低起伏的人工矮丘與平地之間，建築仿閩南風格設計，古樸典雅。是一處多功能複合式的藝術展演場所，總面積約3公頃，主要區分為展覽廳、演藝廳、美術家資料館、演講會議廳、戶外劇場休閒區、研習教室區和行政區等，設施功能完善。除提供人文藝術演出的舞台及民眾文化休閒的集散地，亦積極化邊陲地緣位置的先天不足，已成為全國藝術展演的核心與場所。      臺中市地形東西狹長，地方文化資源分配不易，為使藝文推廣能達全面之效，自民國82年起興建臺中市港區藝術中心，並於89年3月正式營運。中心座落於文風鼎盛的清水區，東靠鰲峰山、西臨台中港、北傍大甲溪，建於高低起伏的人工矮丘與平地之間，以「院落空間」作為整體空間之詮釋，建築仿閩南合院風格設計，並帶有傳統書院格調，古樸典雅。...,(04)26274568,,臺中市,清水區,忠貞路21號,387000000A,臺中市政府觀光旅遊局,2025/5/6 下午 04:39:39,310000
Attraction_397000000A_000071,Attraction,Zh_tw,前鎮漁港,高雄最大的漁港，約可停靠數十艘千噸級的遠洋漁船，可說是全台最大，兼具漁業、觀光休閒、文化教育和海上交通等多功能發展的漁港。,(07)7995678,,高雄市,前鎮區,漁港南一路,397000000A,高雄市政府觀光局,2020/5/26 下午 02:48:42,309000
Attraction_379000000A_003154,Attraction,Zh_tw,中山北路條通商圈,中山北路的條通文化源自於日據時期，街廓裡的各式日式小吃店、酒吧是許多日僑及觀光客喜愛光臨之處，有著日據時期延續至今的異國情調，頗可感受到與臺灣歷史緊密結合的氣氛。至今條通仍保有濃厚的東洋情調，不但有居酒屋、懷石料理亭，還有不少日本家常菜，如：馬鈴薯燉肉、關東煮、鰻魚飯、燒肉等日常料理，在巷弄深處飄散著老東京的味道。這裡集合的臺日美食，也反映臺灣從前到現代的飲食文化，例如七條通就是臺灣燒肉文化的發源地。,(02)25626434,,臺北市,中山區,,379000000A,臺北市政府,2024/9/11 下午 03:07:08,307000
Attraction_395000000A_004289,Attraction,Zh_tw,子龍廟永昌宮,開基子龍廟永昌宮坐落於台南市佳里區子龍里，主祀為趙聖輔天帝君(即三國名將趙子龍) 清康熙三十年(公元1691年)村民為謀求精神寄託，共同決議築一草寮供奉神明，正巧有位村人「林廷龍」於村附近溪中撈魚，發現溪中一塊樟木盤旋不去，經多次驅入溪流中迴流不前，始將該樟木拾起，竟發現此木已被白蟻咬成「常山趙子龍」五字，村民嘆為奇觀，莫不感到神靈有意於此庇佑眾生，遂而建造草寮供奉，早晚焚香膜拜。不久有位自稱來自唐山泉州之雕刻師蒞臨本地，聲言承趙將軍之托夢前來此地雕刻金身。經村民決議即以此樟木雕成大小兩尊趙雲神像。即今在永昌宮供奉之大子龍、二子龍金身，距今已歷三百餘年。,(06)7262348,,臺南市,佳里區,麻佳路三段200號,395000000A,臺南市政府,2024/1/9 下午 04:06:59,307000
Attraction_376550000A_001219,Attraction,Zh_tw,向日廣場, 「向日廣場」意指天天可看得到第一道曙光從太平洋升起、也是「向日」廣場的由來，象徵著未來的營運充滿好運和希望。座落於花蓮漁港，四周被太平洋、賞鯨碼頭、花蓮漁市場及花蓮區漁會所環抱，還有一座距離太平洋最近的高塔–太平洋愛之塔，寬廣的視野可以遠眺太平洋、海岸山脈、中央山脈與花蓮港口的風景，幾乎整個賞鯨休閒碼頭都在範圍內，浪大的時候還可以看到打上防波堤壯觀景色、向日廣場以「海洋文化」為主軸，與國家海洋研究院、賞鯨業者及在地職人攜手合作，串連綿延百公里的海岸線並打造太平洋廊道，北邊展區有藝術家陳聖文利用山林、海邊撿拾的廢棄物，以刺繡及編織技法，創作一隻長10餘公尺的大鯨魚藝術品，不定期登場的市集，也讓旅客一邊逛著手作攤位，一邊伴隨著浪潮聲中，欣賞海洋藝術創作，讓景點融合海洋特色活耀起來。向日廣場以繽紛色彩妝點，南歐小鎮變得更鮮豔，搭配漁港水面一起入鏡的彩色小屋，也顯得特別夢幻！除了3D壁畫、賞鯨豚的碼頭外，廣場的絕佳位置還能天天迎接第一道曙光從太平洋升起。廣場上的建築呈現南歐風格，尖聳的屋頂與紅、黃、藍的房屋色彩映襯出地上拼接的五彩幾何圖形，特殊的中西衝突，融合出悠閒的渡假氛圍。花蓮區漁會主導經營的向日廣場主場館，有著濃厚的南歐建築風情，是遊客來到向日廣場的第一印象。除了歐式建築，廣場牆面上有精心規劃的3D彩繪，各式生動的彩繪圖案，邀請遊客互動拍照，記錄旅遊的美好。●大眾運輸花蓮客運 ( 七星潭線 )-105 車次 - 港口站下車。●自行開車地址 : 花蓮縣花蓮市港濱路 35-1 號。,(03)8230243,,花蓮縣,花蓮市,港濱路35-1號,376550000A,花蓮縣政府,2024/9/6 上午 12:00:00,307000
Attraction_A15010400H_000355,Attraction,Zh_tw,小鎮風光,恆春古城沿線風景迷人，除了遠眺三台山、虎頭山等風光景緻，以及欣賞古城門和城牆之外，恆春鎮內還有百年老街、檳榔街、恆春八景等地可遊覽，使得位處臺灣最南端的恆春鎮處處充滿古意，令人發思古幽情。恆春八景：為清朝總兵梁燕所做八景詩而有「恆春八景」之稱，八景詩：「貓鼻龜蛇峙海邊，三台高聳入雲巔。龍霪雨化潭心同，虎嘯風清岫口煙。牛背躬耕歸野徑，馬鞍誰著出塵鞭。千秋洞鑒封侯蹟，雄鎮東南半璧天。」    貓鼻龜蛇峙海邊：意指「貓鼻頭」，因珊瑚礁岩受浪潮沖刷侵蝕，狀似一隻貓蹲伏於海上而得名；由於位在台灣海峽和巴士海峽的交會處，風浪海流變化大，常可見浪濤衝擊海岸浪花飛揚，蔚為奇觀。龜山和蛇山則呈對峙之姿，聳立於今海生館附近的出海口。    三台高聳入雲巔潭：指的是三台山，站在恆春古城東門上向東眺望，可以看見三個山峰相連，那就是三台山，三台山的命名也由此而來。    龍吟雨化潭心月：指的是龍鑾潭，潭水面積175公頃，是恆春半島地區最大的內陸湖泊，寬廣的湖面、倒映的藍天或晚霞景緻、構成了最動人心弦的風景畫。    千秋洞鑑封猴績：指的是猴洞山，猴洞山位於西門旁，為高20公尺之珊瑚礁岩，原為猿猴棲息之地，故名猴洞山。    虎嘯風清岫口煙：指的是虎頭山。    牛背躬耕歸野徑：指的是赤牛嶺，赤牛嶺是恆春東門外的一塊台地，是隆起的珊瑚礁石灰岩所形成，居高臨下，可以鳥瞰恆春縱谷平原，北至車城，南至鵝鑾鼻，視野絕佳。    馬鞍誰著出塵鞭：指的是馬鞍山，位於馬鞍山南麓的南灣，在日據時期是漁穫豐富的捕鯨場。    雄振東南半壁天：指的是關山，關山又名高山巖，由珊瑚礁岩所組成，關山最有名的景觀就是關山夕照，夕陽西下時，天空及海面全染成一片紅霞。,(08)8898112,,屏東縣,恆春鎮,天文路1號,A15010400H,交通部觀光署大鵬灣國家風景區管理處,2025/5/12 下午 12:15:05,305000
